ip_proto,tp_src,tp_dst,packet_count,byte_count,duration_sec,packet_count_per_sec,byte_count_per_sec,packet_size_avg,flow_duration,label
6,56272,43632,0,0,0,0.0,0.0,0.0,0.648,2
6,56272,49361,0,0,0,0.0,0.0,0.0,0.648,2
6,56272,17343,0,0,0,0.0,0.0,0.0,0.648,2
6,56272,54667,0,0,0,0.0,0.0,0.0,0.648,2
6,56272,11277,0,0,0,0.0,0.0,0.0,0.648,2
6,56272,52056,0,0,0,0.0,0.0,0.0,0.648,2
6,56272,56356,0,0,0,0.0,0.0,0.0,0.648,2
6,56272,5401,0,0,0,0.0,0.0,0.0,0.647,2
6,56272,26174,0,0,0,0.0,0.0,0.0,0.647,2
6,56272,36169,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,38284,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,12816,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,48342,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,42229,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,40174,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,26858,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,29560,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,15045,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,21067,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,11786,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,33695,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,16814,0,0,0,0.0,0.0,0.0,0.646,2
6,56272,9412,1,58,0,1.6051,93.0979,58.0,0.623,2
6,56272,35966,0,0,0,0.0,0.0,0.0,0.623,2
6,56272,50037,0,0,0,0.0,0.0,0.0,0.623,2
6,56272,34708,0,0,0,0.0,0.0,0.0,0.622,2
6,56272,46029,0,0,0,0.0,0.0,0.0,0.621,2
6,56272,9619,0,0,0,0.0,0.0,0.0,0.621,2
6,56272,365,0,0,0,0.0,0.0,0.0,0.62,2
6,56272,25311,0,0,0,0.0,0.0,0.0,0.62,2
6,56272,11170,0,0,0,0.0,0.0,0.0,0.619,2
6,56272,57135,0,0,0,0.0,0.0,0.0,0.619,2
6,56272,60916,0,0,0,0.0,0.0,0.0,0.619,2
6,56272,36881,0,0,0,0.0,0.0,0.0,0.619,2
6,56272,49115,0,0,0,0.0,0.0,0.0,0.618,2
6,56272,46014,0,0,0,0.0,0.0,0.0,0.618,2
6,56272,24650,0,0,0,0.0,0.0,0.0,0.618,2
6,56272,60804,0,0,0,0.0,0.0,0.0,0.618,2
6,56272,44645,0,0,0,0.0,0.0,0.0,0.618,2
6,56272,27198,0,0,0,0.0,0.0,0.0,0.618,2
6,56272,6538,0,0,0,0.0,0.0,0.0,0.618,2
6,56272,64754,0,0,0,0.0,0.0,0.0,0.617,2
6,56272,56641,0,0,0,0.0,0.0,0.0,0.617,2
6,56272,13846,0,0,0,0.0,0.0,0.0,0.617,2
6,56272,1323,0,0,0,0.0,0.0,0.0,0.616,2
6,56272,65072,0,0,0,0.0,0.0,0.0,0.616,2
6,56272,27807,0,0,0,0.0,0.0,0.0,0.616,2
6,56272,59191,0,0,0,0.0,0.0,0.0,0.616,2
6,56272,53105,0,0,0,0.0,0.0,0.0,0.616,2
